Time slot,Consumption (kWh),Wind Generation (kWh per MW),Solar Generation (kWh per MWp),,Grid Tariff: $0.30 per kWh from 7am to 10 am and 5pm to 10pm and $0.20 per kWh for 10 am to 5pm and $0.00 per kWh for the remainder of the day.  ,,,,,
12/15/2025 0:00,10,87,0,,,,,,,
12/15/2025 0:15,10,59,0,,,,,,,
12/15/2025 0:30,10,59,0,,,,,,,
12/15/2025 0:45,10,74,0,,,,,,,
12/15/2025 1:00,10,64,0,,,,,,,
12/15/2025 1:15,10,59,0,,,,,,,
12/15/2025 1:30,10,69,0,,,,,,,
12/15/2025 1:45,10,80,0,,,,,,,
12/15/2025 2:00,10,90,0,,,,,,,
12/15/2025 2:15,10,90,0,,,,,,,
12/15/2025 2:30,10,102,0,,,,,,,
12/15/2025 2:45,10,107,0,,,,,,,
12/15/2025 3:00,10,107,0,,,,,,,
12/15/2025 3:15,10,102,0,,,,,,,
12/15/2025 3:30,10,90,0,,,,,,,
12/15/2025 3:45,10,107,0,,,,,,,
12/15/2025 4:00,10,119,0,,,,,,,
12/15/2025 4:15,10,129,0,,,,,,,
12/15/2025 4:30,10,140,0,,,,,,,
12/15/2025 4:45,10,140,0,,,,,,,
12/15/2025 5:00,10,140,0,,,,,,,
12/15/2025 5:15,10,140,0,,,,,,,
12/15/2025 5:30,10,140,0,,,,,,,
12/15/2025 5:45,10,140,0,,,,,,,
12/15/2025 6:00,10,140,0,,,,,,,
12/15/2025 6:15,10,149,0,,,,,,,
12/15/2025 6:30,10,140,0,,,,,,,
12/15/2025 6:45,10,153,0,,,,,,,
12/15/2025 7:00,10,153,22,,,,,,,
12/15/2025 7:15,10,153,22,,,,,,,
12/15/2025 7:30,10,153,22,,,,,,,
12/15/2025 7:45,10,153,22,,,,,,,
12/15/2025 8:00,10,159,69,,,,,,,
12/15/2025 8:15,10,163,69,,,,,,,
12/15/2025 8:30,10,156,69,,,,,,,
12/15/2025 8:45,10,153,69,,,,,,,
12/15/2025 9:00,10,144,105,,,,,,,
12/15/2025 9:15,10,119,105,,,,,,,
12/15/2025 9:30,10,96,105,,,,,,,
12/15/2025 9:45,10,85,105,,,,,,,
12/15/2025 10:00,10,74,148,,,,,,,
12/15/2025 10:15,10,74,148,,,,,,,
12/15/2025 10:30,10,74,148,,,,,,,
12/15/2025 10:45,10,80,148,,,,,,,
12/15/2025 11:00,10,90,159,,,,,,,
12/15/2025 11:15,10,85,159,,,,,,,
12/15/2025 11:30,10,85,159,,,,,,,
12/15/2025 11:45,10,90,159,,,,,,,
12/15/2025 12:00,10,90,160,,,,,,,
12/15/2025 12:15,10,90,160,,,,,,,
12/15/2025 12:30,10,90,160,,,,,,,
12/15/2025 12:45,10,85,160,,,,,,,
12/15/2025 13:00,10,74,155,,,,,,,
12/15/2025 13:15,10,74,155,,,,,,,
12/15/2025 13:30,10,74,155,,,,,,,
12/15/2025 13:45,10,64,155,,,,,,,
12/15/2025 14:00,10,64,114,,,,,,,
12/15/2025 14:15,10,59,114,,,,,,,
12/15/2025 14:30,10,51,114,,,,,,,
12/15/2025 14:45,10,51,114,,,,,,,
12/15/2025 15:00,10,51,75,,,,,,,
12/15/2025 15:15,10,40,75,,,,,,,
12/15/2025 15:30,10,40,75,,,,,,,
12/15/2025 15:45,10,36,75,,,,,,,
12/15/2025 16:00,10,43,34,,,,,,,
12/15/2025 16:15,10,40,34,,,,,,,
12/15/2025 16:30,10,40,34,,,,,,,
12/15/2025 16:45,10,40,34,,,,,,,
12/15/2025 17:00,10,40,0,,,,,,,
12/15/2025 17:15,10,47,0,,,,,,,
12/15/2025 17:30,10,47,0,,,,,,,
12/15/2025 17:45,10,47,0,,,,,,,
12/15/2025 18:00,10,47,0,,,,,,,
12/15/2025 18:15,10,64,0,,,,,,,
12/15/2025 18:30,10,74,0,,,,,,,
12/15/2025 18:45,10,90,0,,,,,,,
12/15/2025 19:00,10,90,0,,,,,,,
12/15/2025 19:15,10,96,0,,,,,,,
12/15/2025 19:30,10,107,0,,,,,,,
12/15/2025 19:45,10,113,0,,,,,,,
12/15/2025 20:00,10,124,0,,,,,,,
12/15/2025 20:15,10,107,0,,,,,,,
12/15/2025 20:30,10,119,0,,,,,,,
12/15/2025 20:45,10,124,0,,,,,,,
12/15/2025 21:00,10,135,0,,,,,,,
12/15/2025 21:15,10,153,0,,,,,,,
12/15/2025 21:30,10,159,0,,,,,,,
12/15/2025 21:45,10,156,0,,,,,,,
12/15/2025 22:00,10,167,0,,,,,,,
12/15/2025 22:15,10,163,0,,,,,,,
12/15/2025 22:30,10,167,0,,,,,,,
12/15/2025 22:45,10,171,0,,,,,,,
12/15/2025 23:00,10,174,0,,,,,,,
12/15/2025 23:15,10,172,0,,,,,,,
12/15/2025 23:30,10,169,0,,,,,,,
12/15/2025 23:45,10,169,0,,,,,,,
12/16/2025 0:00,10,148,0,,,,,,,
12/16/2025 0:15,10,169,0,,,,,,,
12/16/2025 0:30,10,172,0,,,,,,,
12/16/2025 0:45,10,174,0,,,,,,,
12/16/2025 1:00,10,174,0,,,,,,,
12/16/2025 1:15,10,175,0,,,,,,,
12/16/2025 1:30,10,175,0,,,,,,,
12/16/2025 1:45,10,175,0,,,,,,,
12/16/2025 2:00,10,174,0,,,,,,,
12/16/2025 2:15,10,174,0,,,,,,,
12/16/2025 2:30,10,174,0,,,,,,,
12/16/2025 2:45,10,174,0,,,,,,,
12/16/2025 3:00,10,174,0,,,,,,,
12/16/2025 3:15,10,169,0,,,,,,,
12/16/2025 3:30,10,169,0,,,,,,,
12/16/2025 3:45,10,174,0,,,,,,,
12/16/2025 4:00,10,174,0,,,,,,,
12/16/2025 4:15,10,174,0,,,,,,,
12/16/2025 4:30,10,174,0,,,,,,,
12/16/2025 4:45,10,174,0,,,,,,,
12/16/2025 5:00,10,174,0,,,,,,,
12/16/2025 5:15,10,169,0,,,,,,,
12/16/2025 5:30,10,169,0,,,,,,,
12/16/2025 5:45,10,169,0,,,,,,,
12/16/2025 6:00,10,172,0,,,,,,,
12/16/2025 6:15,10,172,0,,,,,,,
12/16/2025 6:30,10,169,0,,,,,,,
12/16/2025 6:45,10,163,0,,,,,,,
12/16/2025 7:00,10,163,22,,,,,,,
12/16/2025 7:15,10,163,22,,,,,,,
12/16/2025 7:30,10,163,22,,,,,,,
12/16/2025 7:45,10,163,22,,,,,,,
12/16/2025 8:00,10,167,72,,,,,,,
12/16/2025 8:15,10,169,72,,,,,,,
12/16/2025 8:30,10,165,72,,,,,,,
12/16/2025 8:45,10,163,72,,,,,,,
12/16/2025 9:00,10,156,124,,,,,,,
12/16/2025 9:15,10,149,124,,,,,,,
12/16/2025 9:30,10,140,124,,,,,,,
12/16/2025 9:45,10,124,124,,,,,,,
12/16/2025 10:00,10,124,151,,,,,,,
12/16/2025 10:15,10,119,151,,,,,,,
12/16/2025 10:30,10,107,151,,,,,,,
12/16/2025 10:45,10,113,151,,,,,,,
12/16/2025 11:00,10,124,162,,,,,,,
12/16/2025 11:15,10,113,162,,,,,,,
12/16/2025 11:30,10,113,162,,,,,,,
12/16/2025 11:45,10,124,162,,,,,,,
12/16/2025 12:00,10,124,167,,,,,,,
12/16/2025 12:15,10,124,167,,,,,,,
12/16/2025 12:30,10,124,167,,,,,,,
12/16/2025 12:45,10,124,167,,,,,,,
12/16/2025 13:00,10,113,153,,,,,,,
12/16/2025 13:15,10,119,153,,,,,,,
12/16/2025 13:30,10,96,153,,,,,,,
12/16/2025 13:45,10,102,153,,,,,,,
12/16/2025 14:00,10,80,128,,,,,,,
12/16/2025 14:15,10,80,128,,,,,,,
12/16/2025 14:30,10,80,128,,,,,,,
12/16/2025 14:45,10,80,128,,,,,,,
12/16/2025 15:00,10,70,87,,,,,,,
12/16/2025 15:15,10,47,87,,,,,,,
12/16/2025 15:30,10,55,87,,,,,,,
12/16/2025 15:45,10,43,87,,,,,,,
12/16/2025 16:00,10,36,40,,,,,,,
12/16/2025 16:15,10,40,40,,,,,,,
12/16/2025 16:30,10,47,40,,,,,,,
12/16/2025 16:45,10,43,40,,,,,,,
12/16/2025 17:00,10,43,0,,,,,,,
12/16/2025 17:15,10,40,0,,,,,,,
12/16/2025 17:30,10,47,0,,,,,,,
12/16/2025 17:45,10,47,0,,,,,,,
12/16/2025 18:00,10,47,0,,,,,,,
12/16/2025 18:15,10,56,0,,,,,,,
12/16/2025 18:30,10,74,0,,,,,,,
12/16/2025 18:45,10,74,0,,,,,,,
12/16/2025 19:00,10,85,0,,,,,,,
12/16/2025 19:15,10,107,0,,,,,,,
12/16/2025 19:30,10,107,0,,,,,,,
12/16/2025 19:45,10,102,0,,,,,,,
12/16/2025 20:00,10,90,0,,,,,,,
12/16/2025 20:15,10,90,0,,,,,,,
12/16/2025 20:30,10,102,0,,,,,,,
12/16/2025 20:45,10,129,0,,,,,,,
12/16/2025 21:00,10,129,0,,,,,,,
12/16/2025 21:15,10,107,0,,,,,,,
12/16/2025 21:30,10,107,0,,,,,,,
12/16/2025 21:45,10,107,0,,,,,,,
12/16/2025 22:00,10,107,0,,,,,,,
12/16/2025 22:15,10,113,0,,,,,,,
12/16/2025 22:30,10,124,0,,,,,,,
12/16/2025 22:45,10,129,0,,,,,,,
12/16/2025 23:00,10,129,0,,,,,,,
12/16/2025 23:15,10,135,0,,,,,,,
12/16/2025 23:30,10,124,0,,,,,,,
12/16/2025 23:45,10,107,0,,,,,,,
12/17/2025 0:00,10,118,0,,,,,,,
12/17/2025 0:15,10,129,0,,,,,,,
12/17/2025 0:30,10,140,0,,,,,,,
12/17/2025 0:45,10,140,0,,,,,,,
12/17/2025 1:00,10,140,0,,,,,,,
12/17/2025 1:15,10,140,0,,,,,,,
12/17/2025 1:30,10,140,0,,,,,,,
12/17/2025 1:45,10,153,0,,,,,,,
12/17/2025 2:00,10,153,0,,,,,,,
12/17/2025 2:15,10,156,0,,,,,,,
12/17/2025 2:30,10,156,0,,,,,,,
12/17/2025 2:45,10,153,0,,,,,,,
12/17/2025 3:00,10,153,0,,,,,,,
12/17/2025 3:15,10,163,0,,,,,,,
12/17/2025 3:30,10,163,0,,,,,,,
12/17/2025 3:45,10,163,0,,,,,,,
12/17/2025 4:00,10,163,0,,,,,,,
12/17/2025 4:15,10,163,0,,,,,,,
12/17/2025 4:30,10,156,0,,,,,,,
12/17/2025 4:45,10,156,0,,,,,,,
12/17/2025 5:00,10,163,0,,,,,,,
12/17/2025 5:15,10,169,0,,,,,,,
12/17/2025 5:30,10,169,0,,,,,,,
12/17/2025 5:45,10,169,0,,,,,,,
12/17/2025 6:00,10,169,0,,,,,,,
12/17/2025 6:15,10,167,0,,,,,,,
12/17/2025 6:30,10,167,0,,,,,,,
12/17/2025 6:45,10,169,0,,,,,,,
12/17/2025 7:00,10,169,22,,,,,,,
12/17/2025 7:15,10,169,22,,,,,,,
12/17/2025 7:30,10,169,22,,,,,,,
12/17/2025 7:45,10,174,22,,,,,,,
12/17/2025 8:00,10,171,78,,,,,,,
12/17/2025 8:15,10,169,78,,,,,,,
12/17/2025 8:30,10,169,78,,,,,,,
12/17/2025 8:45,10,169,78,,,,,,,
12/17/2025 9:00,10,165,116,,,,,,,
12/17/2025 9:15,10,163,116,,,,,,,
12/17/2025 9:30,10,163,116,,,,,,,
12/17/2025 9:45,10,140,116,,,,,,,
12/17/2025 10:00,10,140,147,,,,,,,
12/17/2025 10:15,10,124,147,,,,,,,
12/17/2025 10:30,10,124,147,,,,,,,
12/17/2025 10:45,10,129,147,,,,,,,
12/17/2025 11:00,10,140,163,,,,,,,
12/17/2025 11:15,10,140,163,,,,,,,
12/17/2025 11:30,10,149,163,,,,,,,
12/17/2025 11:45,10,140,163,,,,,,,
12/17/2025 12:00,10,140,162,,,,,,,
12/17/2025 12:15,10,140,162,,,,,,,
12/17/2025 12:30,10,140,162,,,,,,,
12/17/2025 12:45,10,119,162,,,,,,,
12/17/2025 13:00,10,107,156,,,,,,,
12/17/2025 13:15,10,102,156,,,,,,,
12/17/2025 13:30,10,80,156,,,,,,,
12/17/2025 13:45,10,90,156,,,,,,,
12/17/2025 14:00,10,80,136,,,,,,,
12/17/2025 14:15,10,74,136,,,,,,,
12/17/2025 14:30,10,85,136,,,,,,,
12/17/2025 14:45,10,90,136,,,,,,,
12/17/2025 15:00,10,90,94,,,,,,,
12/17/2025 15:15,10,74,94,,,,,,,
12/17/2025 15:30,10,74,94,,,,,,,
12/17/2025 15:45,10,69,94,,,,,,,
12/17/2025 16:00,10,69,0,,,,,,,
12/17/2025 16:15,10,74,0,,,,,,,
12/17/2025 16:30,10,85,0,,,,,,,
12/17/2025 16:45,10,74,0,,,,,,,
12/17/2025 17:00,10,64,0,,,,,,,
12/17/2025 17:15,10,59,0,,,,,,,
12/17/2025 17:30,10,59,0,,,,,,,
12/17/2025 17:45,10,69,0,,,,,,,
12/17/2025 18:00,10,59,0,,,,,,,
12/17/2025 18:15,10,59,0,,,,,,,
12/17/2025 18:30,10,59,0,,,,,,,
12/17/2025 18:45,10,64,0,,,,,,,
12/17/2025 19:00,10,85,0,,,,,,,
12/17/2025 19:15,10,90,0,,,,,,,
12/17/2025 19:30,10,90,0,,,,,,,
12/17/2025 19:45,10,90,0,,,,,,,
12/17/2025 20:00,10,90,0,,,,,,,
12/17/2025 20:15,10,90,0,,,,,,,
12/17/2025 20:30,10,90,0,,,,,,,
12/17/2025 20:45,10,107,0,,,,,,,
12/17/2025 21:00,10,107,0,,,,,,,
12/17/2025 21:15,10,107,0,,,,,,,
12/17/2025 21:30,10,119,0,,,,,,,
12/17/2025 21:45,10,124,0,,,,,,,
12/17/2025 22:00,10,113,0,,,,,,,
12/17/2025 22:15,10,107,0,,,,,,,
12/17/2025 22:30,10,119,0,,,,,,,
12/17/2025 22:45,10,140,0,,,,,,,
12/17/2025 23:00,10,140,0,,,,,,,
12/17/2025 23:15,10,124,0,,,,,,,
12/17/2025 23:30,10,124,0,,,,,,,
12/17/2025 23:45,10,129,0,,,,,,,
12/18/2025 0:00,10,141,0,,,,,,,
12/18/2025 0:15,10,124,0,,,,,,,
12/18/2025 0:30,10,124,0,,,,,,,
12/18/2025 0:45,10,119,0,,,,,,,
12/18/2025 1:00,10,107,0,,,,,,,
12/18/2025 1:15,10,113,0,,,,,,,
12/18/2025 1:30,10,135,0,,,,,,,
12/18/2025 1:45,10,144,0,,,,,,,
12/18/2025 2:00,10,153,0,,,,,,,
12/18/2025 2:15,10,153,0,,,,,,,
12/18/2025 2:30,10,153,0,,,,,,,
12/18/2025 2:45,10,163,0,,,,,,,
12/18/2025 3:00,10,163,0,,,,,,,
12/18/2025 3:15,10,156,0,,,,,,,
12/18/2025 3:30,10,163,0,,,,,,,
12/18/2025 3:45,10,153,0,,,,,,,
12/18/2025 4:00,10,159,0,,,,,,,
12/18/2025 4:15,10,156,0,,,,,,,
12/18/2025 4:30,10,163,0,,,,,,,
12/18/2025 4:45,10,159,0,,,,,,,
12/18/2025 5:00,10,153,0,,,,,,,
12/18/2025 5:15,10,156,0,,,,,,,
12/18/2025 5:30,10,163,0,,,,,,,
12/18/2025 5:45,10,153,0,,,,,,,
12/18/2025 6:00,10,153,0,,,,,,,
12/18/2025 6:15,10,156,0,,,,,,,
12/18/2025 6:30,10,156,0,,,,,,,
12/18/2025 6:45,10,163,0,,,,,,,
12/18/2025 7:00,10,163,0,,,,,,,
12/18/2025 7:15,10,163,0,,,,,,,
12/18/2025 7:30,10,167,0,,,,,,,
12/18/2025 7:45,10,167,0,,,,,,,
12/18/2025 8:00,10,167,0,,,,,,,
12/18/2025 8:15,10,163,0,,,,,,,
12/18/2025 8:30,10,163,0,,,,,,,
12/18/2025 8:45,10,159,0,,,,,,,
12/18/2025 9:00,10,153,0,,,,,,,
12/18/2025 9:15,10,140,0,,,,,,,
12/18/2025 9:30,10,140,0,,,,,,,
12/18/2025 9:45,10,140,0,,,,,,,
12/18/2025 10:00,10,140,0,,,,,,,
12/18/2025 10:15,10,140,0,,,,,,,
12/18/2025 10:30,10,140,0,,,,,,,
12/18/2025 10:45,10,144,0,,,,,,,
12/18/2025 11:00,10,153,0,,,,,,,
12/18/2025 11:15,10,163,0,,,,,,,
12/18/2025 11:30,10,156,0,,,,,,,
12/18/2025 11:45,10,140,0,,,,,,,
12/18/2025 12:00,10,140,0,,,,,,,
12/18/2025 12:15,10,140,0,,,,,,,
12/18/2025 12:30,10,140,0,,,,,,,
12/18/2025 12:45,10,135,0,,,,,,,
12/18/2025 13:00,10,113,0,,,,,,,
12/18/2025 13:15,10,107,0,,,,,,,
12/18/2025 13:30,10,107,0,,,,,,,
12/18/2025 13:45,10,107,0,,,,,,,
12/18/2025 14:00,10,96,0,,,,,,,
12/18/2025 14:15,10,90,0,,,,,,,
12/18/2025 14:30,10,90,0,,,,,,,
12/18/2025 14:45,10,85,0,,,,,,,
12/18/2025 15:00,10,85,0,,,,,,,
12/18/2025 15:15,10,90,0,,,,,,,
12/18/2025 15:30,10,80,0,,,,,,,
12/18/2025 15:45,10,80,0,,,,,,,
12/18/2025 16:00,10,90,0,,,,,,,
12/18/2025 16:15,10,90,0,,,,,,,
12/18/2025 16:30,10,80,0,,,,,,,
12/18/2025 16:45,10,74,0,,,,,,,
12/18/2025 17:00,10,74,0,,,,,,,
12/18/2025 17:15,10,74,0,,,,,,,
12/18/2025 17:30,10,64,0,,,,,,,
12/18/2025 17:45,10,74,0,,,,,,,
12/18/2025 18:00,10,74,0,,,,,,,
12/18/2025 18:15,10,74,0,,,,,,,
12/18/2025 18:30,10,96,0,,,,,,,
12/18/2025 18:45,10,107,0,,,,,,,
12/18/2025 19:00,10,107,0,,,,,,,
12/18/2025 19:15,10,107,0,,,,,,,
12/18/2025 19:30,10,107,0,,,,,,,
12/18/2025 19:45,10,124,0,,,,,,,
12/18/2025 20:00,10,124,0,,,,,,,
12/18/2025 20:15,10,140,0,,,,,,,
12/18/2025 20:30,10,140,0,,,,,,,
12/18/2025 20:45,10,144,0,,,,,,,
12/18/2025 21:00,10,159,0,,,,,,,
12/18/2025 21:15,10,165,0,,,,,,,
12/18/2025 21:30,10,169,0,,,,,,,
12/18/2025 21:45,10,165,0,,,,,,,
12/18/2025 22:00,10,169,0,,,,,,,
12/18/2025 22:15,10,169,0,,,,,,,
12/18/2025 22:30,10,172,0,,,,,,,
12/18/2025 22:45,10,174,0,,,,,,,
12/18/2025 23:00,10,174,0,,,,,,,
12/18/2025 23:15,10,174,0,,,,,,,
12/18/2025 23:30,10,174,0,,,,,,,
12/18/2025 23:45,10,174,0,,,,,,,
12/19/2025 0:00,10,171,0,,,,,,,
12/19/2025 0:15,10,174,0,,,,,,,
12/19/2025 0:30,10,174,0,,,,,,,
12/19/2025 0:45,10,174,0,,,,,,,
12/19/2025 1:00,10,175,0,,,,,,,
12/19/2025 1:15,10,175,0,,,,,,,
12/19/2025 1:30,10,175,0,,,,,,,
12/19/2025 1:45,10,175,0,,,,,,,
12/19/2025 2:00,10,175,0,,,,,,,
12/19/2025 2:15,10,175,0,,,,,,,
12/19/2025 2:30,10,175,0,,,,,,,
12/19/2025 2:45,10,175,0,,,,,,,
12/19/2025 3:00,10,175,0,,,,,,,
12/19/2025 3:15,10,175,0,,,,,,,
12/19/2025 3:30,10,175,0,,,,,,,
12/19/2025 3:45,10,175,0,,,,,,,
12/19/2025 4:00,10,175,0,,,,,,,
12/19/2025 4:15,10,175,0,,,,,,,
12/19/2025 4:30,10,175,0,,,,,,,
12/19/2025 4:45,10,175,0,,,,,,,
12/19/2025 5:00,10,175,0,,,,,,,
12/19/2025 5:15,10,172,0,,,,,,,
12/19/2025 5:30,10,165,0,,,,,,,
12/19/2025 5:45,10,163,0,,,,,,,
12/19/2025 6:00,10,163,0,,,,,,,
12/19/2025 6:15,10,169,0,,,,,,,
12/19/2025 6:30,10,172,0,,,,,,,
12/19/2025 6:45,10,175,0,,,,,,,
12/19/2025 7:00,10,175,0,,,,,,,
12/19/2025 7:15,10,175,0,,,,,,,
12/19/2025 7:30,10,175,0,,,,,,,
12/19/2025 7:45,10,175,0,,,,,,,
12/19/2025 8:00,10,175,0,,,,,,,
12/19/2025 8:15,10,175,0,,,,,,,
12/19/2025 8:30,10,175,0,,,,,,,
12/19/2025 8:45,10,174,0,,,,,,,
12/19/2025 9:00,10,174,0,,,,,,,
12/19/2025 9:15,10,169,0,,,,,,,
12/19/2025 9:30,10,165,0,,,,,,,
12/19/2025 9:45,10,155,0,,,,,,,
12/19/2025 10:00,10,140,0,,,,,,,
12/19/2025 10:15,10,140,0,,,,,,,
12/19/2025 10:30,10,140,0,,,,,,,
12/19/2025 10:45,10,129,0,,,,,,,
12/19/2025 11:00,10,129,0,,,,,,,
12/19/2025 11:15,10,140,0,,,,,,,
12/19/2025 11:30,10,140,0,,,,,,,
12/19/2025 11:45,10,140,0,,,,,,,
12/19/2025 12:00,10,140,0,,,,,,,
12/19/2025 12:15,10,144,0,,,,,,,
12/19/2025 12:30,10,144,0,,,,,,,
12/19/2025 12:45,10,149,0,,,,,,,
12/19/2025 13:00,10,149,0,,,,,,,
12/19/2025 13:15,10,149,0,,,,,,,
12/19/2025 13:30,10,140,0,,,,,,,
12/19/2025 13:45,10,140,0,,,,,,,
12/19/2025 14:00,10,140,0,,,,,,,
12/19/2025 14:15,10,140,0,,,,,,,
12/19/2025 14:30,10,129,0,,,,,,,
12/19/2025 14:45,10,119,0,,,,,,,
12/19/2025 15:00,10,107,0,,,,,,,
12/19/2025 15:15,10,124,0,,,,,,,
12/19/2025 15:30,10,113,0,,,,,,,
12/19/2025 15:45,10,90,0,,,,,,,
12/19/2025 16:00,10,80,0,,,,,,,
12/19/2025 16:15,10,74,0,,,,,,,
12/19/2025 16:30,10,74,0,,,,,,,
12/19/2025 16:45,10,74,0,,,,,,,
12/19/2025 17:00,10,74,0,,,,,,,
12/19/2025 17:15,10,74,0,,,,,,,
12/19/2025 17:30,10,85,0,,,,,,,
12/19/2025 17:45,10,80,0,,,,,,,
12/19/2025 18:00,10,90,0,,,,,,,
12/19/2025 18:15,10,107,0,,,,,,,
12/19/2025 18:30,10,107,0,,,,,,,
12/19/2025 18:45,10,107,0,,,,,,,
12/19/2025 19:00,10,119,0,,,,,,,
12/19/2025 19:15,10,124,0,,,,,,,
12/19/2025 19:30,10,135,0,,,,,,,
12/19/2025 19:45,10,144,0,,,,,,,
12/19/2025 20:00,10,144,0,,,,,,,
12/19/2025 20:15,10,144,0,,,,,,,
12/19/2025 20:30,10,159,0,,,,,,,
12/19/2025 20:45,10,156,0,,,,,,,
12/19/2025 21:00,10,163,0,,,,,,,
12/19/2025 21:15,10,165,0,,,,,,,
12/19/2025 21:30,10,169,0,,,,,,,
12/19/2025 21:45,10,169,0,,,,,,,
12/19/2025 22:00,10,169,0,,,,,,,
12/19/2025 22:15,10,174,0,,,,,,,
12/19/2025 22:30,10,174,0,,,,,,,
12/19/2025 22:45,10,172,0,,,,,,,
12/19/2025 23:00,10,169,0,,,,,,,
12/19/2025 23:15,10,169,0,,,,,,,
12/19/2025 23:30,10,169,0,,,,,,,
12/19/2025 23:45,10,174,0,,,,,,,
12/20/2025 0:00,10,167,0,,,,,,,
12/20/2025 0:15,10,174,0,,,,,,,
12/20/2025 0:30,10,174,0,,,,,,,
12/20/2025 0:45,10,174,0,,,,,,,
12/20/2025 1:00,10,174,0,,,,,,,
12/20/2025 1:15,10,169,0,,,,,,,
12/20/2025 1:30,10,169,0,,,,,,,
12/20/2025 1:45,10,174,0,,,,,,,
12/20/2025 2:00,10,171,0,,,,,,,
12/20/2025 2:15,10,169,0,,,,,,,
12/20/2025 2:30,10,169,0,,,,,,,
12/20/2025 2:45,10,169,0,,,,,,,
12/20/2025 3:00,10,169,0,,,,,,,
12/20/2025 3:15,10,169,0,,,,,,,
12/20/2025 3:30,10,169,0,,,,,,,
12/20/2025 3:45,10,169,0,,,,,,,
12/20/2025 4:00,10,169,0,,,,,,,
12/20/2025 4:15,10,174,0,,,,,,,
12/20/2025 4:30,10,171,0,,,,,,,
12/20/2025 4:45,10,169,0,,,,,,,
12/20/2025 5:00,10,172,0,,,,,,,
12/20/2025 5:15,10,174,0,,,,,,,
12/20/2025 5:30,10,174,0,,,,,,,
12/20/2025 5:45,10,174,0,,,,,,,
12/20/2025 6:00,10,174,0,,,,,,,
12/20/2025 6:15,10,169,0,,,,,,,
12/20/2025 6:30,10,169,0,,,,,,,
12/20/2025 6:45,10,163,0,,,,,,,
12/20/2025 7:00,10,167,24,,,,,,,
12/20/2025 7:15,10,169,24,,,,,,,
12/20/2025 7:30,10,169,24,,,,,,,
12/20/2025 7:45,10,163,24,,,,,,,
12/20/2025 8:00,10,163,83,,,,,,,
12/20/2025 8:15,10,163,83,,,,,,,
12/20/2025 8:30,10,163,83,,,,,,,
12/20/2025 8:45,10,153,83,,,,,,,
12/20/2025 9:00,10,153,134,,,,,,,
12/20/2025 9:15,10,153,134,,,,,,,
12/20/2025 9:30,10,144,134,,,,,,,
12/20/2025 9:45,10,135,134,,,,,,,
12/20/2025 10:00,10,113,165,,,,,,,
12/20/2025 10:15,10,102,165,,,,,,,
12/20/2025 10:30,10,90,165,,,,,,,
12/20/2025 10:45,10,96,165,,,,,,,
12/20/2025 11:00,10,107,167,,,,,,,
12/20/2025 11:15,10,124,167,,,,,,,
12/20/2025 11:30,10,124,167,,,,,,,
12/20/2025 11:45,10,107,167,,,,,,,
12/20/2025 12:00,10,107,167,,,,,,,
12/20/2025 12:15,10,119,167,,,,,,,
12/20/2025 12:30,10,107,167,,,,,,,
12/20/2025 12:45,10,107,167,,,,,,,
12/20/2025 13:00,10,96,166,,,,,,,
12/20/2025 13:15,10,90,166,,,,,,,
12/20/2025 13:30,10,90,166,,,,,,,
12/20/2025 13:45,10,74,166,,,,,,,
12/20/2025 14:00,10,74,141,,,,,,,
12/20/2025 14:15,10,69,141,,,,,,,
12/20/2025 14:30,10,59,141,,,,,,,
12/20/2025 14:45,10,74,141,,,,,,,
12/20/2025 15:00,10,64,103,,,,,,,
12/20/2025 15:15,10,59,103,,,,,,,
12/20/2025 15:30,10,59,103,,,,,,,
12/20/2025 15:45,10,47,103,,,,,,,
12/20/2025 16:00,10,55,48,,,,,,,
12/20/2025 16:15,10,47,48,,,,,,,
12/20/2025 16:30,10,47,48,,,,,,,
12/20/2025 16:45,10,47,48,,,,,,,
12/20/2025 17:00,10,47,0,,,,,,,
12/20/2025 17:15,10,47,0,,,,,,,
12/20/2025 17:30,10,55,0,,,,,,,
12/20/2025 17:45,10,51,0,,,,,,,
12/20/2025 18:00,10,59,0,,,,,,,
12/20/2025 18:15,10,64,0,,,,,,,
12/20/2025 18:30,10,64,0,,,,,,,
12/20/2025 18:45,10,74,0,,,,,,,
12/20/2025 19:00,10,85,0,,,,,,,
12/20/2025 19:15,10,90,0,,,,,,,
12/20/2025 19:30,10,102,0,,,,,,,
12/20/2025 19:45,10,113,0,,,,,,,
12/20/2025 20:00,10,113,0,,,,,,,
12/20/2025 20:15,10,124,0,,,,,,,
12/20/2025 20:30,10,124,0,,,,,,,
12/20/2025 20:45,10,113,0,,,,,,,
12/20/2025 21:00,10,124,0,,,,,,,
12/20/2025 21:15,10,129,0,,,,,,,
12/20/2025 21:30,10,149,0,,,,,,,
12/20/2025 21:45,10,153,0,,,,,,,
12/20/2025 22:00,10,153,0,,,,,,,
12/20/2025 22:15,10,153,0,,,,,,,
12/20/2025 22:30,10,153,0,,,,,,,
12/20/2025 22:45,10,163,0,,,,,,,
12/20/2025 23:00,10,163,0,,,,,,,
12/20/2025 23:15,10,163,0,,,,,,,
12/20/2025 23:30,10,163,0,,,,,,,
12/20/2025 23:45,10,167,0,,,,,,,
12/21/2025 0:00,10,154,0,,,,,,,
12/21/2025 0:15,10,169,0,,,,,,,
